Muhammad Abduh,Jamal ad-Din al-Afghani
Sergey Bulgakov,Vladimir Solovyov (philosopher)
Pavel Florensky,Vladimir Solovyov (philosopher)
Semyon Frank,Vladimir Solovyov (philosopher)
Andrei Belyi,Vladimir Solovyov (philosopher)
Alexander Blok,Vladimir Solovyov (philosopher)
Dostoyevsky,Vladimir Solovyov (philosopher)
Alexandre Koj\xc3\xa8ve,Vladimir Solovyov (philosopher)
Georges Sorel,Henri Bergson
Georges Sorel,Karl Marx
Georges Sorel,Pierre-Joseph Proudhon
Georges Sorel,Friedrich Nietzsche
Georges Sorel,Giambattista Vico
Michel Aflaq,Georges Sorel
Antonio Gramsci,Georges Sorel
Carl Schmitt,Georges Sorel
Benito Mussolini,Georges Sorel
Vladimir Lenin,Georges Sorel
Alain de Benoist,Georges Sorel
Walter Benjamin,Georges Sorel
Ernest Sosa,Nicholas Rescher
Ernest Sosa,Roderick Chisholm
Ernest Sosa,Jaegwon Kim
Brie Gertler,Ernest Sosa
John Greco (philosopher),Ernest Sosa
Othmar Spann,Adam M\xc3\xbcller
Oskar Morgenstern,Othmar Spann
Friedrich August von Hayek,Othmar Spann
Eric Voegelin,Othmar Spann
Herman Dooyeweerd,Othmar Spann
Gottfried Haberler,Othmar Spann
Herbert Spencer,Democritus
Herbert Spencer,Aristotle
Herbert Spencer,Charles Darwin
Herbert Spencer,Auguste Comte
Herbert Spencer,John Stuart Mill
Herbert Spencer,George Henry Lewes
Herbert Spencer,Jean-Baptiste Lamarck
Herbert Spencer,Thomas Henry Huxley
Charles Darwin,Herbert Spencer
Dhondo Keshav Karve,Herbert Spencer
Henry Sidgwick,Herbert Spencer
William Graham Sumner,Herbert Spencer
Murray Rothbard,Herbert Spencer
\xc3\x89mile Durkheim,Herbert Spencer
Henri Bergson,Herbert Spencer
Charles Sanders Peirce,Herbert Spencer
Auberon Herbert,Herbert Spencer
Yan Fu,Herbert Spencer
Jack London,Herbert Spencer
Oswald Spengler,Leo Frobenius
Oswald Spengler,Johann Wolfgang von Goethe
Oswald Spengler,Hegel
Oswald Spengler,Heraclitus
Oswald Spengler,Friedrich Nietzsche
Oswald Spengler,Arthur Schopenhauer
Oswald Spengler,Johann Joachim Winckelmann
Theodor Adorno,Oswald Spengler
Northrop Frye,Oswald Spengler
Karl Haushofer,Oswald Spengler
Ernst J\xc3\xbcnger,Oswald Spengler
George F. Kennan,Oswald Spengler
Henry Kissinger,Oswald Spengler
H. P. Lovecraft,Oswald Spengler
Malcolm X,Oswald Spengler
Henry Miller,Oswald Spengler
Paul Nitze,Oswald Spengler
Jos\xc3\xa9 Ortega y Gasset,Oswald Spengler
Arnold J. Toynbee,Oswald Spengler
Georg Henrik von Wright,Oswald Spengler
Ludwig Wittgenstein,Oswald Spengler
Martin Heidegger,Oswald Spengler
Julius Evola,Oswald Spengler
Michel Aflaq,Oswald Spengler
Speusippus,Plato
Speusippus,Pythagoreanism
Xenocrates,Speusippus
Herbert Spiegelberg,Edmund Husserl
Baruch Spinoza,Descartes
Baruch Spinoza,Stoicism
Baruch Spinoza,Maimonides
Baruch Spinoza,Abraham ibn Ezra
Baruch Spinoza,Avicenna
Baruch Spinoza,Averroes
Baruch Spinoza,Aristotle
Baruch Spinoza,Democritus
Baruch Spinoza,Lucretius
Baruch Spinoza,Epicurus
Baruch Spinoza,Niccolo Machiavelli
Baruch Spinoza,Thomas Hobbes
Baruch Spinoza,Giordano Bruno
Baruch Spinoza,Franciscus van den Enden
Baruch Spinoza,Menasseh Ben Israel
Enlightenment philosophy,Baruch Spinoza
Age of Reason,Baruch Spinoza
German Idealism,Baruch Spinoza
Jorge Luis Borges,Baruch Spinoza
Hegel,Baruch Spinoza
Jean-Jacques Rousseau,Baruch Spinoza
Friedrich Wilhelm Joseph Schelling,Baruch Spinoza
Arne N\xc3\xa6ss,Baruch Spinoza
Karl Marx,Baruch Spinoza
Gabriel Wagner,Baruch Spinoza
Donald Davidson (philosopher),Baruch Spinoza
Gilles Deleuze,Baruch Spinoza
Albert Einstein,Baruch Spinoza
George Eliot,Baruch Spinoza
Fichte,Baruch Spinoza
Johann Gottfried von Herder,Baruch Spinoza
Novalis,Baruch Spinoza
Gottfried Leibniz,Baruch Spinoza
Johann Wolfgang von Goethe,Baruch Spinoza
Friedrich Nietzsche,Baruch Spinoza
Ludwig Wittgenstein,Baruch Spinoza
Sigmund Freud,Baruch Spinoza
Louis Althusser,Baruch Spinoza
\xc3\x89tienne Balibar,Baruch Spinoza
Michael Hardt,Baruch Spinoza
Evald Ilyenkov,Baruch Spinoza
Antonio Negri,Baruch Spinoza
George Santayana,Baruch Spinoza
Samuel Taylor Coleridge,Baruch Spinoza
Gotthold Ephraim Lessing,Baruch Spinoza
Leo Strauss,Baruch Spinoza
Leszek Ko\xc5\x82akowski,Baruch Spinoza
Afrikan Spir,Immanuel Kant
Afrikan Spir,Descartes
Afrikan Spir,David Hume
Afrikan Spir,J. S. Mill
Friedrich Nietzsche,Afrikan Spir
Leo Tolstoy,Afrikan Spir
Hans Vaihinger,Afrikan Spir
William James,Afrikan Spir
Max M\xc3\xbcller,Afrikan Spir
Gerardus Heymans,Afrikan Spir
Rudolf Steiner,Afrikan Spir
Piero Martinetti,Afrikan Spir
Robert Stalnaker,David K. Lewis
Robert Stalnaker,H. Paul Grice
Jason Stanley,Robert Stalnaker
Susan Stebbing,G. E. Moore
Susan Stebbing,Rudolf Carnap
Susan Stebbing,William Ernest Johnson
Susan Stebbing,Moritz Schlick
Max Black,Susan Stebbing
Rudolf Steiner,Helena Blavatsky
Rudolf Steiner,Franz Brentano
Rudolf Steiner,Fichte
Rudolf Steiner,Goethe
Rudolf Steiner,Eduard von Hartmann
Rudolf Steiner,Hegel
Rudolf Steiner,Immanuel Kant
Rudolf Steiner,Schelling
Rudolf Steiner,Schiller
Rudolf Steiner,Karl Julius Schr\xc3\xb6er
Rudolf Steiner,Silvio Gesell
Owen Barfield,Rudolf Steiner
Saul Bellow,Rudolf Steiner
Andrej Belyj,Rudolf Steiner
Hugo Bergmann,Rudolf Steiner
Josef Beuys,Rudolf Steiner
Martin Buber,Rudolf Steiner
Daniel Nicol Dunlop,Rudolf Steiner
Wassily Kandinsky,Rudolf Steiner
Edouard Schur\xc3\xa9,Rudolf Steiner
Albert Schweitzer,Rudolf Steiner
Richard Tarnas,Rudolf Steiner
Valentin Tomberg,Rudolf Steiner
Stephen Stich,W. V. O. Quine
Stephen Stich,Gilbert Harman
Shaun Nichols,Stephen Stich
Stilpo,Euclid of Megara
Stilpo,Thrasymachus of Corinth
Stilpo,Pasicles of Thebes
Stilpo,Diodorus Cronus
Crates of Thebes,Stilpo
Zeno of Citium,Stilpo
Nicarete of Megara,Stilpo
Menedemus,Stilpo
Asclepiades of Phlius,Stilpo
Max Stirner,Bruno Bauer
Max Stirner,Ludwig Feuerbach
Max Stirner,Hegel
Max Stirner,Marquis de Sade
Enrico Arrigoni,Max Stirner
Steven T. Byington,Max Stirner
Friedrich Engels,Max Stirner
Karl Marx,Max Stirner
Saul Newman,Max Stirner
Friedrich Nietzsche,Max Stirner
Benjamin R. Tucker,Max Stirner
John Henry Mackay,Max Stirner
Ernst J\xc3\xbcnger,Max Stirner
Rudolf Steiner,Max Stirner
Emile Armand,Max Stirner
Albert Camus,Max Stirner
Carl Schmitt,Max Stirner
Renzo Novatore,Max Stirner
Julius Evola,Max Stirner
Adolf Brand,Max Stirner
Emma Goldman,Max Stirner
Bob Black,Max Stirner
Miguel Gimenez Igualada,Max Stirner
Herbert Read,Max Stirner
Robert Anton Wilson,Max Stirner
Wilhelm Reich,Max Stirner
Gustav Landauer,Max Stirner
Erich M\xc3\xbchsam,Max Stirner
Max Adler (Marxist),Max Stirner
Otto Gross,Max Stirner
George Stout,James Ward (psychologist)
George Stout,Franz Brentano
George Stout,Kazimierz Twardowski
George Stout,Carl Stumpf
George Stout,Christian von Ehrenfels
George Stout,Alexius Meinong
G. E. Moore,George Stout
Bertrand Russell,George Stout
David Stove,John Anderson (philosopher)
David Stove,David Hume
James Franklin (philosopher),David Stove
Peter Forrest (philosopher),David Stove
Strato of Lampsacus,Aristotle
Strato of Lampsacus,Theophrastus
Pierre Bayle,Strato of Lampsacus
Leo Strauss,Socrates
Leo Strauss,Plato
Leo Strauss,Aristotle
Leo Strauss,Cicero
Leo Strauss,Al Farabi
Leo Strauss,Maimonides
Leo Strauss,Niccol\xc3\xb2 Machiavelli
Leo Strauss,Thomas Hobbes
Leo Strauss,Baruch Spinoza
Leo Strauss,Moses Mendelssohn
Leo Strauss,Gotthold Ephraim Lessing
Leo Strauss,Jean-Jacques Rousseau
Leo Strauss,Immanuel Kant
Leo Strauss,Franz Rosenzweig
Leo Strauss,Hegel
Leo Strauss,Friedrich Nietzsche
Leo Strauss,Martin Heidegger
Leo Strauss,Ernst Cassirer
Leo Strauss,Carl Schmitt
Leo Strauss,Eric Voegelin
Leo Strauss,Alexandre Koj\xc3\xa8ve
Peter Berkowitz,Leo Strauss
Walter Berns,Leo Strauss
Seth Benardete,Leo Strauss
Allan Bloom,Leo Strauss
Joseph Cropsey,Leo Strauss
William Galston,Leo Strauss
Pierre Manent,Leo Strauss
Harry V. Jaffa,Leo Strauss
Alexandre Koj\xc3\xa8ve,Leo Strauss
Mark Lilla,Leo Strauss
Harvey C. Mansfield,Leo Strauss
Ernest Fortin,Leo Strauss
Remi Brague,Leo Strauss
Thomas Pangle,Leo Strauss
Robert Pippin,Leo Strauss
Richard Rorty,Leo Strauss
Stanley Rosen,Leo Strauss
Carl Schmitt,Leo Strauss
Abram Shulsky,Leo Strauss
Muhsin Mahdi,Leo Strauss
Steven B. Smith (professor),Leo Strauss
Eric Voegelin,Leo Strauss
P. F. Strawson,Ludwig Wittgenstein
P. F. Strawson,Immanuel Kant
P. F. Strawson,J. L. Austin
P. F. Strawson,Bertrand Russell
P. F. Strawson,A.J. Ayer
P. F. Strawson,Gilbert Ryle
David Lewis (philosopher),P. F. Strawson
Ted Honderich,P. F. Strawson
Colin McGinn,P. F. Strawson
Arda Denkel,P. F. Strawson
Ramchandra Gandhi,P. F. Strawson
Martin Hollis (philosopher),P. F. Strawson
Robert Hanna (philosopher) (page does not exist),P. F. Strawson
Keith Donnellan,P. F. Strawson
Joshua Knobe,P. F. Strawson
John Searle,P. F. Strawson
Pierre Bourdieu,P. F. Strawson
Carl Stumpf,Franz Brentano
Carl Stumpf,Bernard Bolzano
Carl Stumpf,Hermann Lotze
Kurt Lewin,Carl Stumpf
Kurt Koffka,Carl Stumpf
Edmund Husserl,Carl Stumpf
Wolfgang K\xc3\xb6hler,Carl Stumpf
Robert Musil,Carl Stumpf
Max Scheler,Carl Stumpf
George Stout,Carl Stumpf
Francisco Su\xc3\xa1rez,Alonso Rodriguez
Francisco Su\xc3\xa1rez,Thomas Aquinas
Francisco Su\xc3\xa1rez,Duns Scotus
Francisco Su\xc3\xa1rez,Scholasticism
Francisco Su\xc3\xa1rez,Aristotle
Francisco Su\xc3\xa1rez,Avicenna
Descartes,Francisco Su\xc3\xa1rez
Gottfried Wilhelm Leibniz,Francisco Su\xc3\xa1rez
Christian von Wolff,Francisco Su\xc3\xa1rez
Hugo Grotius,Francisco Su\xc3\xa1rez
Matthew Hale (jurist),Francisco Su\xc3\xa1rez
Martin Heidegger,Francisco Su\xc3\xa1rez
M\xc3\xa1rio Ferreira dos Santos,Francisco Su\xc3\xa1rez
Pl\xc3\xadnio Salgado,Francisco Su\xc3\xa1rez
Xavier Zubiri,Francisco Su\xc3\xa1rez
Richard Swinburne,Plato
Richard Swinburne,Aristotle
Richard Swinburne,Descartes
Richard Swinburne,Thomas Aquinas
Richard Swinburne,Rudolf Carnap
Richard Swinburne,Carl Hempel
Antony Flew,Richard Swinburne
Keith Ward,Richard Swinburne
William Lane Craig,Richard Swinburne
Muhammad Husayn Tabataba\'i,Muhammad
Muhammad Husayn Tabataba\'i,Ali
Muhammad Husayn Tabataba\'i,Mulla Sadra
Muhammad Husayn Tabataba\'i,Allameh Qazi (page does not exist)
Muhammad Husayn Tabataba\'i,Naeeni (page does not exist)
Muhammad Husayn Tabataba\'i,Muhammad Hosein Esfehani (page does not exist)
Muhammad Husayn Tabataba\'i,Hujjat Kuhkamari (page does not exist)
Muhammad Husayn Tabataba\'i,Sayyed Hosein Badkuba\'i (page does not exist)
Muhammad Husayn Tabataba\'i,Sayyid Abu\'l-Qasim Khwansari (page does not exist)
Morteza Motahhari,Muhammad Husayn Tabataba\'i
Hasan Hasanzade Amoli (page does not exist),Muhammad Husayn Tabataba\'i
Muhammad al-Tijani,Muhammad Husayn Tabataba\'i
Wikipedia:Citation needed,Muhammad Husayn Tabataba\'i
This claim needs references to reliable sources. (February 2007),Muhammad Husayn Tabataba\'i
Henry Corbin,Muhammad Husayn Tabataba\'i
Wikipedia:Citation needed,Muhammad Husayn Tabataba\'i
This claim needs references to reliable sources. (October 2007),Muhammad Husayn Tabataba\'i
Hossein Nasr,Muhammad Husayn Tabataba\'i
Wikipedia:Citation needed,Muhammad Husayn Tabataba\'i
This claim needs references to reliable sources. (October 2007),Muhammad Husayn Tabataba\'i
Muhammad Mofatteh (page does not exist),Muhammad Husayn Tabataba\'i
Muhammad Beheshti,Muhammad Husayn Tabataba\'i
Jalaleddin Ashtiani (page does not exist),Muhammad Husayn Tabataba\'i
Ebrahim Amini,Muhammad Husayn Tabataba\'i
Abdollah Javadi-Amoli,Muhammad Husayn Tabataba\'i
Musa Sadr,Muhammad Husayn Tabataba\'i
Naser Makarem Shirazi,Muhammad Husayn Tabataba\'i
Dariush Shayegan,Muhammad Husayn Tabataba\'i
Alfred Tarski,Charles Sanders Peirce
Kenneth Arrow,Alfred Tarski
Rudolf Carnap,Alfred Tarski
John Corcoran (logician),Alfred Tarski
Donald Davidson (philosopher),Alfred Tarski
Erich Leo Lehmann,Alfred Tarski
Karl Popper,Alfred Tarski
Willard Van Orman Quine,Alfred Tarski
Patrick Suppes,Alfred Tarski
Charles Taylor (philosopher),Aristotle
Charles Taylor (philosopher),Plato
Charles Taylor (philosopher),Hegel
Charles Taylor (philosopher),Karl Marx
Charles Taylor (philosopher),Alexis de Tocqueville
Charles Taylor (philosopher),Maurice Merleau-Ponty
Charles Taylor (philosopher),Max Weber
Charles Taylor (philosopher),\xc3\x89mile Durkheim
Charles Taylor (philosopher),Ludwig Wittgenstein
Charles Taylor (philosopher),Michael Polanyi
Charles Taylor (philosopher),Paul Ricoeur
Charles Taylor (philosopher),Martin Heidegger
Charles Taylor (philosopher),William James
Charles Taylor (philosopher),Hubert Dreyfus
Charles Taylor (philosopher),Daniel Bell
Charles Taylor (philosopher),Christopher Lasch
Charles Taylor (philosopher),Gilles Lipovetsky
Kwame Anthony Appiah,Charles Taylor (philosopher)
Axel Honneth,Charles Taylor (philosopher)
Michael Walzer,Charles Taylor (philosopher)
Michael Sandel,Charles Taylor (philosopher)
Nikolas Kompridis,Charles Taylor (philosopher)
Christian Smith (sociologist),Charles Taylor (philosopher)
Ken Wilber,Charles Taylor (philosopher)
Pierre Teilhard de Chardin,Paul the Apostle
Pierre Teilhard de Chardin,John the Evangelist
Pierre Teilhard de Chardin,Origen
Pierre Teilhard de Chardin,Gregory of Nyssa
Pierre Teilhard de Chardin,Ignatius of Loyola
Pierre Teilhard de Chardin,Henri Bergson
Pierre Teilhard de Chardin,Hegel
Pierre Teilhard de Chardin,Friedrich Schleiermacher
Henri de Lubac,Pierre Teilhard de Chardin
Thomas Berry,Pierre Teilhard de Chardin
Theodosius Dobzhansky,Pierre Teilhard de Chardin
L\xc3\xa9opold S\xc3\xa9dar Senghor,Pierre Teilhard de Chardin
Pope Benedict XVI,Pierre Teilhard de Chardin
Johannes Nikolaus Tetens,David Hume
Johannes Nikolaus Tetens,John Locke
Johannes Nikolaus Tetens,Gottfried Wilhelm Leibniz
Johannes Nikolaus Tetens,Christian Wolff (philosopher)
Immanuel Kant,Johannes Nikolaus Tetens
Thales of Miletus,Babylonian astronomy
Thales of Miletus,Ancient Egyptian mathematics
Thales of Miletus,Ancient Egyptian religion
Pythagoras,Thales of Miletus
Anaximander,Thales of Miletus
Anaximenes of Miletus,Thales of Miletus
Thales of Miletus,Babylonian astronomy
Thales of Miletus,Ancient Egyptian mathematics
Thales of Miletus,Ancient Egyptian religion
Pythagoras,Thales of Miletus
Anaximander,Thales of Miletus
Anaximenes of Miletus,Thales of Miletus
Theophrastus,Aristotle
Theophrastus,Plato
Strato of Lampsacus,Theophrastus
Alexander of Aphrodisias,Theophrastus
Peripatetic school,Theophrastus
Henry David Thoreau,Indian philosophy
Henry David Thoreau,Ralph Waldo Emerson
Henry David Thoreau,Thomas Carlyle
Henry David Thoreau,Charles Darwin
Mahatma Gandhi,Henry David Thoreau
John F. Kennedy,Henry David Thoreau
Walt Whitman,Henry David Thoreau
Leo Tolstoy,Henry David Thoreau
Marcel Proust,Henry David Thoreau
W. B. Yeats,Henry David Thoreau
Sinclair Lewis,Henry David Thoreau
Ernest Hemingway,Henry David Thoreau
Upton Sinclair,Henry David Thoreau
Emma Goldman,Henry David Thoreau
E. B. White,Henry David Thoreau
E. O. Wilson,Henry David Thoreau
B. F. Skinner,Henry David Thoreau
George Bernard Shaw,Henry David Thoreau
John Zerzan,Henry David Thoreau
Henry David Thoreau,Indian philosophy
Henry David Thoreau,Ralph Waldo Emerson
Henry David Thoreau,Thomas Carlyle
Henry David Thoreau,Charles Darwin
Mahatma Gandhi,Henry David Thoreau
John F. Kennedy,Henry David Thoreau
Walt Whitman,Henry David Thoreau
Leo Tolstoy,Henry David Thoreau
Marcel Proust,Henry David Thoreau
W. B. Yeats,Henry David Thoreau
Sinclair Lewis,Henry David Thoreau
Ernest Hemingway,Henry David Thoreau
Upton Sinclair,Henry David Thoreau
Emma Goldman,Henry David Thoreau
E. B. White,Henry David Thoreau
E. O. Wilson,Henry David Thoreau
B. F. Skinner,Henry David Thoreau
George Bernard Shaw,Henry David Thoreau
John Zerzan,Henry David Thoreau
Alexis de Tocqueville,Montesquieu
Alexis de Tocqueville,Voltaire
Alexis de Tocqueville,Jean-Jacques Rousseau
Alexis de Tocqueville,Guillaume-Chr\xc3\xa9tien de Lamoignon de Malesherbes
Alexis de Tocqueville,Blaise Pascal
Max Weber,Alexis de Tocqueville
John Stuart Mill,Alexis de Tocqueville
Friedrich Hayek,Alexis de Tocqueville
Emmanuel Todd,Alexis de Tocqueville
Raymond Aron,Alexis de Tocqueville
Pierre Manent,Alexis de Tocqueville
Harvey Mansfield,Alexis de Tocqueville
Friedrich Adolf Trendelenburg,Aristotle
Friedrich Adolf Trendelenburg,Immanuel Kant
Friedrich Adolf Trendelenburg,Karl Leonhard Reinhold
Friedrich Adolf Trendelenburg,Hegel
Friedrich Adolf Trendelenburg,Friedrich Schleiermacher
Friedrich Adolf Trendelenburg,Johann Erich von Berger (page does not exist)
Friedrich Adolf Trendelenburg,de:Johann Erich von Berger
Franz Brentano,Friedrich Adolf Trendelenburg
Hermann Cohen,Friedrich Adolf Trendelenburg
Friedrich Paulsen,Friedrich Adolf Trendelenburg
Ernst Laas,Friedrich Adolf Trendelenburg
Rudolf Christoph Eucken,Friedrich Adolf Trendelenburg
Gottlob Frege,Friedrich Adolf Trendelenburg
Kierkegaard,Friedrich Adolf Trendelenburg
Wilhelm Dilthey,Friedrich Adolf Trendelenburg
George Sylvester Morris,Friedrich Adolf Trendelenburg
Nasir al-Din al-Tusi,Avicenna
Nasir al-Din al-Tusi,Fakhr al-Din Razi
Nasir al-Din al-Tusi,Mo\'ayyeduddin Urdi
Avicenna,Nasir al-Din al-Tusi
Fakhr al-Din Razi,Nasir al-Din al-Tusi
Mo\'ayyeduddin Urdi,Nasir al-Din al-Tusi
Kazimierz Twardowski,Bernard Bolzano
Kazimierz Twardowski,Benno Kerry
Roman Ingarden,Kazimierz Twardowski
George Stout,Kazimierz Twardowski
Hermann Ulrici,Hegel
Hermann Ulrici,Immanuel Hermann Fichte
Andrew Seth Pringle-Pattison,Hermann Ulrici
George Sylvester Morris,Hermann Ulrici
Miguel de Unamuno,Marcus Aurelius
Miguel de Unamuno,Augustine of Hippo
Miguel de Unamuno,Blaise Pascal
Miguel de Unamuno,Jean-Jacques Rousseau
Miguel de Unamuno,Kierkegaard
Jos\xc3\xa9 Ortega y Gasset,Miguel de Unamuno
Txillardegi,Miguel de Unamuno
Joxe Azurmendi,Miguel de Unamuno
Hans Vaihinger,Immanuel Kant
Hans Vaihinger,Friedrich Karl Forberg
Hans Vaihinger,Arthur Schopenhauer
Hans Vaihinger,African Spir
Hans Vaihinger,Friedrich Nietzsche
Alfred Adler,Hans Vaihinger
James Hillman,Hans Vaihinger
George Kelly (psychologist),Hans Vaihinger
Hans Kelsen,Hans Vaihinger
Bas van Fraassen,Hans Reichenbach
Bas van Fraassen,Wilfrid Sellars
Bas van Fraassen,Adolf Gr\xc3\xbcnbaum
Bas van Fraassen,Jean-Paul Sartre
Bas van Fraassen,Albert Camus
Alvin Plantinga,Bas van Fraassen
Elisabeth Lloyd,Bas van Fraassen
Nancy Cartwright (philosopher),Bas van Fraassen
Michael Rea,Bas van Fraassen
Arthur Fine,Bas van Fraassen
Hans Halvorson (page does not exist),Bas van Fraassen
Lucilio Vanini,Pietro Pomponazzi
Lucilio Vanini,Simone Porzio
Lucilio Vanini,Gerolamo Cardano
Lucilio Vanini,Julius Caesar Scaliger
Lucilio Vanini,Paolo Sarpi
Charles Blount (deist),Lucilio Vanini
Western philosophy,Emer de Vattel
Benjamin Franklin,Emer de Vattel
George Washington,Emer de Vattel
Alexander Hamilton,Emer de Vattel
Gianni Vattimo,Friedrich Nietzsche
Gianni Vattimo,Martin Heidegger
Gianni Vattimo,Hans-Georg Gadamer
Gianni Vattimo,Richard Rorty
Gianni Vattimo,Luigi Pareyson
Gianni Vattimo,John Caputo
Gianni Vattimo,Karl L\xc3\xb6with
Gianni Vattimo,Karl Marx
Mario Kopi\xc4\x87,Gianni Vattimo
Richard Rorty,Gianni Vattimo
Lorenzo Ferrero,Gianni Vattimo
Stefan Lorenz Sorgner,Gianni Vattimo
Giambattista Vico,Plato
Giambattista Vico,Aristotle
Giambattista Vico,Cicero
Giambattista Vico,Varro
Giambattista Vico,Tacitus
Giambattista Vico,Augustine of Hippo
Giambattista Vico,Duns Scotus
Giambattista Vico,Thomas Aquinas
Giambattista Vico,Dante
Giambattista Vico,Machiavelli
Giambattista Vico,Francisco Su\xc3\xa1rez
Giambattista Vico,John Selden
Giambattista Vico,Thomas Hobbes
Giambattista Vico,Nicolas Malebranche
Giambattista Vico,Francis Bacon
Giambattista Vico,Hugo Grotius
Giambattista Vico,Samuel Pufendorf
Giambattista Vico,Gottfried Leibniz
Giambattista Vico,Herodotus
Joseph de Maistre,Giambattista Vico
Samuel Taylor Coleridge,Giambattista Vico
Hegel,Giambattista Vico
Karl Marx,Giambattista Vico
Benedetto Croce,Giambattista Vico
Antonio Gramsci,Giambattista Vico
James Joyce,Giambattista Vico
Julius Evola,Giambattista Vico
Jules Michelet,Giambattista Vico
Edgar Quinet,Giambattista Vico
Erich Auerbach,Giambattista Vico
Marshall McLuhan,Giambattista Vico
James Hillman,Giambattista Vico
Northrop Frye,Giambattista Vico
Cornelius Castoriadis,Giambattista Vico
Costanzo Preve,Giambattista Vico
Vittorio H\xc3\xb6sle,Giambattista Vico
Eric Voegelin,Giambattista Vico
Olavo de Carvalho,Giambattista Vico
Isaiah Berlin,Giambattista Vico
Georges Sorel,Giambattista Vico
Eric Voegelin,Plato
Eric Voegelin,Aristotle
Eric Voegelin,Friedrich Wilhelm Joseph Schelling
Eric Voegelin,Ernst Cassirer
Eric Voegelin,Hans Urs von Balthasar
Eric Voegelin,Henri de Lubac
Eric Voegelin,Hans Jonas
Eric Voegelin,Hans-Georg Gadamer
Eric Voegelin,Othmar Spann
Eric Voegelin,Leo Strauss
